"Name","Path","Position","Is Active","Url Key","Description","Image","Page Title","Meta Keywords","Meta Description","Include In Menu","Display Mode","CMS Block","Is Anchor","Availabe Sort By","Default Sort By","Page Layout","Custom Layout Update"
"Hardtop Weatherstrip","Default/53-62/Weatherstrip","5","Yes","corvette-hardtop-weatherstrip","<p>Count on Zip Corvette has the best quality Corvette Parts available for your 1953-1962 Corvette. Whether youâ€™re maintaining your solid axle Corvette or completing a full restoration, our selection of C1 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes hard top rear window and rear bow weatherstrip, along with hard top side horizontal weatherstrip, side rail vertical weatherstrip, header weatherstrip, and hardware to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","hardtop-weatherstrip-category.jpg","C1 Corvette Hardtop Weatherstrip (1953-1962)","1953-1962 C1 Corvette Hardtop Weatherstrip","Buy 1953-1962 Corvette Hardtop Weatherstrip online at Zip. Specializing in C1 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Soft Top Weatherstrip","Default/53-62/Weatherstrip","6","Yes","corvette-soft-top-weatherstrip","<p>Zip Corvette has the best quality Corvette Parts available for your 1953-1962 Corvette. Whether youâ€™re maintaining your solid axle Corvette or completing a full restoration, our selection of C1 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes convertible top rear bow and side rail weatherstrip, along with convertible top header weatherstrip retainers, lower filler weatherstrip, hardware, and weatherstrip kits to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","soft-top-weatherstrip-category.jpg","C1 Corvette Soft Top Weatherstrip (1953-1962)","1953-1962 C1 Corvette Soft Top Weatherstrip","Buy 1953-1962 Corvette Soft Top Weatherstrip online at Zip. Specializing in C1 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Weatherstrip Packages","Default/53-62/Weatherstrip","7","Yes","corvette-weatherstrip-packages","<p>Zip Corvette has the best quality Corvette Parts available for your 1953-1962 Corvette. Whether youâ€™re maintaining your solid axle Corvette or completing a full restoration, our selection of C1 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes hard top and convertible top weatherstrip kits, along with replacement and correct body weatherstrip kits to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","weatherstrip-packages-category_1.jpg","C1 Corvette Weatherstrip Packages (1953-1962)","1953-1962 C1 Corvette Weatherstrip Packages","Buy 1953-1962 Corvette Weatherstrip Packages online at Zip. Specializing in C1 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Window Channels","Default/53-62/Weatherstrip","8","Yes","corvette-window-channels","<p>Zip Corvette has the best quality Corvette Parts available for your 1953-1962 Corvette. Whether youâ€™re maintaining your solid axle Corvette or completing a full restoration, our selection of C1 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes correct door glass front window channels and door window seals, as well as door glass channel upper stops, lower channel seals, rear channel liners, and mount kits to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","window-channels-category.jpg","C1 Corvette Window Channels (1953-1962)","1953-1962 C1 Corvette Window Channels","Buy 1953-1962 Corvette Window Channels online at Zip. Specializing in C1 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Windshield Weatherstrip","Default/53-62/Weatherstrip","9","Yes","corvette-windshield-weatherstrip","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1953-1962 Corvette. Whether youâ€™re maintaining your solid axle Corvette or completing a full restoration, our selection of C1 Corvette Weatherstrip parts is unsurpassed. Our inventory selection includes windshield glass to frame weatherstrip, windshield frame to body weatherstrip, and windshield frame end rubber shims, as well as windshield frame ends seals, frame filler rubber strip, and windshield weatherstrip kits to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","windshield-weatherstrip-category.jpg","C1 Corvette Windshield Weatherstrip (1953-1962)","1953-1962 C1 Corvette Windshield Weatherstrip","Buy 1953-1962 Corvette Windshield Weatherstrip online at Zip. Specializing in C1 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Hubcaps","Default/53-62/Wheels & Tires","1","Yes","corvette-hubcaps","<p>Zip Corvette has the best quality Corvette Parts available for your 1953-1962 Corvette. Whether youâ€™re maintaining your solid axle Corvette or completing a full restoration, our selection of C1 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes hubcap sets with spinners, along with hubcap spinners, hubcap flipper sets, and hubcap spinner retainers and mount screws to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","hubcaps-category.jpg","C1 Corvette Hubcaps (1953-1962)","1953-1962 C1 Corvette Hubcaps","Buy 1953-1962 Corvette Hubcaps online at Zip. Specializing in C1 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Reproduction Tires","Default/53-62/Wheels & Tires","2","Yes","corvette-reproduction-tires","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1953-1962 Corvette. Whether youâ€™re maintaining your solid axle Corvette or completing a full restoration, our selection of C1 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes B.F. Goodrich Silvertown, Firestone Deluxe Champion, and Goodyear Custom Super Cushion tires, along with U.S. Royal Air Ride and classic radial tires to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","firestone-deluxe-champion-category.jpg","C1 Corvette Reproduction Tires (1953-1962)","1953-1962 C1 Corvette Reproduction Tires","Buy 1953-1962 Corvette Reproduction Tires online at Zip. Specializing in C1 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Spare Tire","Default/53-62/Wheels & Tires","3","Yes","corvette-spare-tire","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1953-1962 Corvette. Whether youâ€™re maintaining your solid axle Corvette or completing a full restoration, our selection of C1 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes lug wrenches, jacks, and jack handles, along with spare tire filler panels, board cups, and hardware to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","spare-tire-category.jpg","C1 Corvette Spare Tire (1953-1962)","1953-1962 C1 Corvette Spare Tire ","Buy 1953-1962 Corvette Spare Tire online at Zip. Specializing in C1 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Wheels & Hardware","Default/53-62/Wheels & Tires","4","Yes","corvette-wheels-hardware","<p>Zip Corvette has the best quality Corvette Parts available for your 1953-1962 Corvette. Whether youâ€™re maintaining your solid axle Corvette or completing a full restoration, our selection of C1 Corvette Wheel and Tire parts is unsurpassed. Our inventory selection includes steel wheels, front wheel static collectors, and front wheel bearing dust caps, along with tire valve stems, wheel locking lug nut kits, and tire valve stem caps to fulfill your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","wheels-hardware-category.jpg","C1 Corvette Wheels & Hardware (1953-1962)","1953-1962 C1 Corvette Wheels & Hardware","Buy 1953-1962 Corvette Wheels & Hardware online at Zip. Specializing in C1 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Birdcage & Rocker Channels","Default/63-67/Body & Fiberglass","1","Yes","corvette-birdcage-rocker-channels","<p>Zip Corvette has the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes windshield frames, luggage stops, and coupe drip rails, along with rocker channels and lock pillars to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","birdcage-rocker-channels-category.jpg","C2 Corvette Birdcage & Rocker Channels (1963-1967)","1963-1967 C2 Corvette Birdcage & Rocker Channels","Buy 1963-1967 Corvette Birdcage & Rocker Channels online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Body Mount","Default/63-67/Body & Fiberglass","2","Yes","corvette-body-mount","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes body mount brackets, reinforcements, and lift kits, along with body assembly rivets and body mount rear access plates to aid in your Corvette restoration. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-mount-category_2.jpg","C2 Corvette Body Mount (1963-1967)","1963-1967 C2 Corvette Body Mount","Buy 1963-1967 Corvette Body Mount online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
"Body Panels & Fiberglass","Default/63-67/Body & Fiberglass","3","Yes","corvette-body-panels-fiberglass","<p>Count on Zip Corvette for the best quality Corvette Parts available for your 1963-1967 Corvette. Whether youâ€™re maintaining your mid-year Corvette or completing a full restoration, our selection of C2 Corvette Body and Fiberglass parts is unsurpassed. Our inventory selection includes exhaust, door, rocker, and side fender panels, along with complete one-piece front ends and hoods to meet your Corvette restoration needs. In addition, Zip stands behind all of our Corvette parts with our ""No-Hassle Guarantee"" - That\'s customer service the Zip way!</p>","body-panels-fiberglass-category_1.jpg","C2 Corvette Body Panels & Fiberglass (1963-1967)","1963-1967 C2 Corvette Body Panels & Fiberglass","Buy 1963-1967 Corvette Body Panels & Fiberglass online at Zip. Specializing in C2 Chevrolet Corvette Parts since 1977. Same day shipping. No-Hassle Returns.","Yes","Products only","","Yes","","","No layout updates",""
